postcode,name,longitude,latitude
"SE17LF","Bermondsey, Greater London",51.4969,-0.1158
"SE17LG","Bermondsey, Greater London",51.4976,-0.1155
"SE17LH","Bermondsey, Greater London",51.4994,-0.1142
"SE17LJ","Bermondsey, Greater London",51.5038,-0.1147
"SE17LL","Bermondsey, Greater London",51.499,-0.116
"SE17LN","Bermondsey, Greater London",51.499,-0.116
"SE17LP","Bermondsey, Greater London",51.4941,-0.1176
"SE17LQ","Bermondsey, Greater London",51.4955,-0.1164
"SE17LS","Bermondsey, Greater London",51.4945,-0.1186
"SE17LT","Bermondsey, Greater London",51.5031,-0.1132
"SE17LU","Bermondsey, Greater London",51.5031,-0.1132
"SE17LW","Bermondsey, Greater London",51.499,-0.116
"SE17LY","Bermondsey, Greater London",51.5031,-0.1132
"SE17LZ","Bermondsey, Greater London",51.5042,-0.1159
"SE17NA","Bermondsey, Greater London",51.5037,-0.1157
"SE17ND","Bermondsey, Greater London",51.5033,-0.1163
"SE17NE","Bermondsey, Greater London",51.4996,-0.0923
"SE17NJ","Bermondsey, Greater London",51.5033,-0.1152
"SE17NN","Bermondsey, Greater London",51.5018,-0.1159
"SE17NQ","Bermondsey, Greater London",51.5033,-0.1152
"SE17NR","Bermondsey, Greater London",51.5021,-0.1163
"SE17NS","Bermondsey, Greater London",51.5031,-0.1132
"SE17NT","Bermondsey, Greater London",51.5001,-0.1136
"SE17NU","Bermondsey, Greater London",51.5021,-0.1163
"SE17NW","Bermondsey, Greater London",51.5037,-0.1157
"SE17NX","Bermondsey, Greater London",51.5038,-0.1147
"SE17NY","Bermondsey, Greater London",51.5018,-0.1165
"SE17NZ","Bermondsey, Greater London",51.5019,-0.1165
"SE18","Plumstead, Greater London",51.484,0.074
"SE19","Crystal Palace, Greater London",51.418,-0.084
"SE2","Abbey Wood, Greater London",51.489,0.117
"SE20","Anerley, Greater London",51.412,-0.057
"SE21","Dulwich, Greater London",51.438,-0.087
"SE22","East Dulwich, Greater London",51.454,-0.071
"SE23","Forest Hill, Greater London",51.44,-0.048
"SE24","Herne Hill, Greater London",51.454,-0.099
"SE25","Elmers End, Greater London",51.397,-0.075
"SE26","Crystal Palace, Greater London",51.427,-0.053
"SE27","Tulse Hill, Greater London",51.43,-0.1
"SE28","Riverside, Greater London",51.502,0.109
"SE3","Blackheath Park, Greater London",51.469,0.02
"SE4","Brockley, Greater London",51.461,-0.033
"SE5","Camberwell, Greater London",51.473,-0.091
"SE6","Bellingham, Greater London",51.438,-0.015
"SE7","Charlton, Greater London",51.484,0.036
"SE8","Deptford High Street, Greater London",51.481,-0.028
"SE9","Avery Hill, Greater London",51.445,0.057
"SG1","Stevenage, Hertfordshire",51.911,-0.195
"SG10","Green Tye, Hertfordshire",51.845,0.072
"SG11","Albury, Hertfordshire",51.881,0.032
"SG12","",51.813,-0.016
"SG13","Bayford, Hertfordshire",51.787,-0.069
"SG14","Bengeo, Hertfordshire",51.807,-0.091
"SG15","Arlesey, Bedfordshire",52.013,-0.262
"SG16","Henlow, Bedfordshire",52.015,-0.296
"SG17","Campton, Bedfordshire",52.034,-0.33
"SG18","Biggleswade, Bedfordshire",52.082,-0.266
"SG19","Beeston, Bedfordshire",52.139,-0.241
"SG2","Ardeley, Hertfordshire",51.896,-0.165
"SG3","",51.86,-0.181
"SG4","Bendish, Hertfordshire",51.921,-0.259
"SG5","Apsley End, Bedfordshire",51.967,-0.286
"SG6","Letchworth, Hertfordshire",51.979,-0.221
"SG7","Ashwell, Hertfordshire",52.004,-0.174
"SG8","Abington Pigotts, Cambridgeshire",52.064,-0.014
"SG9","Anstey, Hertfordshire",51.946,-0.007
"SK1","Stockport, Greater Manchester",53.408,-2.15
"SK10","Adlington, Cheshire",53.278,-2.129
"SK11","Allgreave, Cheshire",53.247,-2.143
"SK12","Birch Vale, Derbyshire",53.351,-2.091
"SK13","Chunal, Derbyshire",53.448,-1.963
"SK14","Broadbottom, Greater Manchester",53.451,-2.055
"SK15","Stalybridge, Greater Manchester",53.486,-2.046
"SK16","Dukinfield, Greater Manchester",53.474,-2.082
"SK17","Biggin, Derbyshire",53.244,-1.879
"SK2","Heaviley, Greater Manchester",53.394,-2.132
"SK22","Heaviley, Greater Manchester",53.373,-1.985
"SK23","Chapel-en-le-Frith, Derbyshire",53.328,-1.949
"SK3","",53.398,-2.17
"SK4","Heaton Moor, Greater Manchester",53.419,-2.179
"SK5","Reddish, Greater Manchester",53.434,-2.152
"SK6","Bredbury, Greater Manchester",53.405,-2.08
"SK7","Bramhall, Greater Manchester",53.37,-2.141
"SK8","Cheadle Hulme, Greater Manchester",53.38,-2.207
"SK9","Alderley Edge, Cheshire",53.327,-2.23
"SL0","Iver Heath, Buckinghamshire",51.524,-0.514
"SL1","Burnham, Buckinghamshire",51.517,-0.619
"SL2","Farnham Common, Buckinghamshire",51.534,-0.603
"SL3","Coln-brook, Berkshire",51.499,-0.552
"SL4","Boveney, Buckinghamshire",51.475,-0.625
"SL5","Ascot, Berkshire",51.405,-0.661
"SL6","Bray Wick, Berkshire",51.523,-0.726
"SL7","Bisham, Berkshire",51.574,-0.776
"SL8","Bourne End, Buckinghamshire",51.578,-0.707
"SL9","Chalfont Common, Buckinghamshire",51.597,-0.554
"SM1","",51.366,-0.191
"SM2","Belmont, Greater London",51.352,-0.197
"SM3","Cheam, Greater London",51.37,-0.213
"SM4","Merton, Greater London",51.392,-0.199
"SM5","Carshalton, Greater London",51.368,-0.166
"SM6","Beddington, Greater London",51.36,-0.143
"SM7","Banstead, Surrey",51.323,-0.2
"SN1","Swindon, Swindon",51.557,-1.774
"SN10","All Cannings, Wiltshire",51.336,-1.986
"SN11","Blackland, Wiltshire",51.439,-1.999
"SN12","Atworth, Wiltshire",51.372,-2.137
"SN13","Ashley, Wiltshire",51.424,-2.211
"SN14","Alderton, Wiltshire",51.475,-2.194
"SN15","Bewley Common, Wiltshire",51.473,-2.079
"SN16","Brokenborough, Wiltshire",51.593,-2.09
"SN2","Blunsdon St Andrew, Swindon",51.579,-1.782
"SN25","Blunsdon St Andrew, Swindon",51.591,-1.796
"SN26","Blunsdon St Andrew, Swindon",51.611,-1.783
"SN3","Coate, Swindon",51.561,-1.743
"SN4","Badbury, Swindon",51.531,-1.819
"SN5","Lydiard Millicent, Wiltshire",51.565,-1.837
"SN6","Ashbury, Oxfordshire",51.62,-1.741
"SN7","Baulking, Oxfordshire",51.649,-1.564
"SN8","Aldbourne, Wiltshire",51.407,-1.685
"SN9","Alton Barnes, Wiltshire",51.324,-1.786
"SO14","Northam, Southampton",50.908,-1.395
"SO15","Freemantle, Southampton",50.916,-1.423
"SO16","Bassett, Southampton",50.935,-1.431
"SO17","Portswood, Southampton",50.926,-1.394
"SO18","Bitterne, Southampton",50.924,-1.36
"SO19","Itchen, Southampton",50.902,-1.354
"SO20","Ashley, Hampshire",51.114,-1.505
"SO21","Avington, Hampshire",51.075,-1.314
"SO22","Littleton, Hampshire",51.065,-1.331
"SO23","Headbourne Worthy, Hampshire",51.067,-1.308
"SO24","Beauworth, Hampshire",51.084,-1.147
"SO30","Botley, Hampshire",50.919,-1.306
"SO31","Burridge, Hampshire",50.869,-1.296
"SO32","",50.948,-1.208
"SO40","Ashurst, Hampshire",50.915,-1.5
"SO41","Battramsley, Hampshire",50.755,-1.565
"SO42","Balmerlawn, Hampshire",50.81,-1.534
"SO43","Bank, Hampshire",50.887,-1.583
"SO45","Blackfield, Hampshire",50.847,-1.394
"SO50","Bishopstoke, Hampshire",50.969,-1.339
"SO51","Abbottswood, Hampshire",50.994,-1.503
"SO52","North Baddesley, Hampshire",50.977,-1.441
"SO53","",50.984,-1.38
"SP1","Laverstock, Wiltshire",51.074,-1.789
"SP10","Andover, Hampshire",51.211,-1.483
"SP11","Abbotts Ann, Hampshire",51.227,-1.514
"SP2","Burcombe, Wiltshire",51.074,-1.825
"SP3","Ansty, Wiltshire",51.101,-2.006
"SP4","Allington, Wiltshire",51.165,-1.764
"SP5","Alderbury, Wiltshire",51.023,-1.772
"SP6","Alderholt, Dorset",50.936,-1.801
"SP7","Bedchester, Dorset",51.004,-2.183
"SP8","Bourton, Dorset",51.037,-2.289
"SP9","North Tidworth, Wiltshire",51.23,-1.66
"SR1","Sunderland, Tyne and Wear",54.907,-1.379
"SR2","Hendon, Tyne and Wear",54.887,-1.376
"SR3","Herrington, Tyne and Wear",54.877,-1.415
"SR4","South Hylton, Tyne and Wear",54.901,-1.424
"SR5","Castletown, Tyne and Wear",54.924,-1.424
"SR6","Cleadon, Tyne and Wear",54.935,-1.378
"SR7","Cold Hesledon, County Durham",54.83,-1.362
"SR8","Easington Colliery, County Durham",54.766,-1.335
"SR9","",54.902,-1.374
"SS0","Prittlewell, Essex",51.546,0.692
"SS1","Southchurch, Essex",51.537,0.733
"SS11","Battlesbridge, Essex",51.615,0.538
"SS12","Nevendon, Essex",51.605,0.522
"SS13","Bowers Gifford, Essex",51.574,0.51
"SS14","Basildon, Essex",51.575,0.476
"SS15","Laindon, Essex",51.577,0.431
"SS16","Dry Street, Essex",51.562,0.454
"SS17","Corringham, Essex",51.521,0.441
"SS2","",51.55,0.717
"SS3","Barling, Essex",51.543,0.793
"SS4","Ashingdon, Essex",51.594,0.715
"SS5","Hawkwell, Essex",51.607,0.65
"SS6","Rayleigh, Essex",51.588,0.609
"SS7","Daws Heath, Essex",51.562,0.579
"SS8","Canvey Island, Essex",51.522,0.591
"SS9","Eastwood, Essex",51.554,0.652
"ST1","Hanley, Stoke-on-Trent",53.026,-2.172
"ST10","Alton, Staffordshire",52.989,-1.963
"ST11","Blythe Bridge, Staffordshire",52.967,-2.065
"ST12","Barlaston, Staffordshire",52.948,-2.171
"ST13","Ball Haye Green, Staffordshire",53.101,-2.018
"ST14","Beamhurst, Staffordshire",52.903,-1.868
"ST15","Aston-by-Stone, Staffordshire",52.9,-2.148
"ST16","Castle Bank, Staffordshire",52.813,-2.118
"ST17","Bednall, Staffordshire",52.789,-2.099
"ST18","Acton Trussell, Staffordshire",52.814,-2.081
"ST19","Bickford, Staffordshire",52.713,-2.147
"ST2","Abbey Hulton, Stoke-on-Trent",53.027,-2.135
"ST20","Adbaston, Staffordshire",52.798,-2.263
"ST21","",52.868,-2.259
"ST3","Cookshill, Staffordshire",52.981,-2.122
"ST4","Beech, Staffordshire",52.995,-2.183
"ST5","",53.015,-2.237
"ST6","Brown Edge, Staffordshire",53.057,-2.189
"ST7","Alsager, Cheshire",53.088,-2.265
"ST8","Biddulph Moor, Staffordshire",53.115,-2.167
"ST9","Bagnall, Staffordshire",53.05,-2.099
"SW1","Belgravia, Greater London",51.496,-0.139
"SW10","Chelsea, Greater London",51.483,-0.181
"SW11","Battersea, Greater London",51.466,-0.164
"SW12","Balham, Greater London",51.446,-0.148
"SW13","Barnes Bridge, Greater London",51.475,-0.244
"SW14","East Sheen, Greater London",51.465,-0.265
"SW15","East Putney, Greater London",51.457,-0.226
"SW16","Norbury, Greater London",51.422,-0.128
"SW17","Furzedown, Greater London",51.43,-0.163
"SW18","Earlsfield, Greater London",51.45,-0.19
"SW19","Colliers Wood, Greater London",51.423,-0.203
"SW1A","Westminster Abbey, Greater London",51.503,-0.132
"SW1E","Belgravia, Greater London",51.497,-0.138
"SW1H","Belgravia, Greater London",51.498,-0.133
"SW1P","Belgravia, Greater London",51.495,-0.132
"SW1V","Belgravia, Greater London",51.49,-0.138
"SW1W","Belgravia, Greater London",51.493,-0.147
"SW1X","Belgravia, Greater London",51.498,-0.153
"SW1Y","Belgravia, Greater London",51.505,-0.133
"SW2","Brixton, Greater London",51.449,-0.119
"SW20","Bushey Mead, Greater London",51.411,-0.225
"SW3","Brompton Road, Greater London",51.489,-0.165
"SW4","Clapham Common, Greater London",51.461,-0.135
"SW5","Cromwell Road, Greater London",51.49,-0.189
"SW6","Fulham Broadway, Greater London",51.476,-0.2
"SW7","Brompton, Greater London",51.496,-0.175
"SW8","Nine Elms, Greater London",51.476,-0.131
"SW9","Coldharbour Lane, Greater London",51.469,-0.112
"SY1","Battlefield, Shropshire",52.723,-2.74
"SY10","Abertridwr, Powys",52.836,-3.121
"SY11","Babbinswood, Shropshire",52.867,-3.029
"SY12","Bagley, Shropshire",52.903,-2.893
"SY13","Alkington, Shropshire",52.952,-2.689
"SY14","Barton, Cheshire",53.03,-2.763
"SY15","Abermule, Powys",52.555,-3.13
"SY16","Aberhafesp, Powys",52.52,-3.311
"SY17","Caersws, Powys",52.517,-3.465
"SY18","Cwmbelan, Powys",52.441,-3.548
"SY19","Bont Dolgadfan, Powys",52.574,-3.611
"SY2","Sutton, Shropshire",52.707,-2.728
"SY20","Aber-cywarch, Gwynedd",52.614,-3.819
"SY21","Aberriw, Powys",52.658,-3.205
"SY22","Arddlin, Powys",52.756,-3.186
"SY23","Aberffrwd, Ceredigion",52.381,-4.051
"SY24","Bont-goch, Ceredigion",52.47,-4.023
"SY25","Capel Betws Lleucu, Ceredigion",52.238,-3.936
"SY3","Bayston Hill, Shropshire",52.699,-2.77
"SY4","Albrighton, Shropshire",52.795,-2.751
"SY5","Acton Burnell, Shropshire",52.653,-2.827
"SY6","Acton Scott, Shropshire",52.539,-2.79
"SY7","Abdon, Shropshire",52.425,-2.887
"SY8","Ashford Bowdler, Shropshire",52.365,-2.695
"SY9","Acton, Shropshire",52.498,-2.986
"TA1","Bathpool, Somerset",51.013,-3.101
"TA10","Aller, Somerset",51.033,-2.825
"TA11","Babcary, Somerset",51.06,-2.702
"TA12","Ash, Somerset",50.974,-2.772
"TA13","East Lambrook, Somerset",50.946,-2.81
"TA14","Chiselborough, Somerset",50.946,-2.75
"TA15","Montacute, Somerset",50.951,-2.718
"TA16","Merriott, Somerset",50.907,-2.792
"TA17","Dinnington, Somerset",50.908,-2.835
"TA18","Clapton, Somerset",50.882,-2.786
"TA19","Ashill, Somerset",50.934,-2.914
"TA2","Adsborough, Somerset",51.033,-3.102
"TA20","Bishopswood, Somerset",50.873,-2.962
"TA21","Appley, Somerset",50.977,-3.245
"TA22","Battleton, Somerset",51.045,-3.545
"TA23","Doniford, Somerset",51.162,-3.352
"TA24","Alcombe, Somerset",51.182,-3.51
"TA3","Angersleigh, Somerset",50.994,-3.039
"TA4","Ash Priors, Somerset",51.071,-3.268
"TA5","Broomfield, Somerset",51.146,-3.104
"TA6","Bridgwater, Somerset",51.125,-3
"TA7","Ashcott, Somerset",51.13,-2.912
"TA8","Berrow, Somerset",51.244,-2.994
"TA9","Bason Bridge, Somerset",51.226,-2.956
"TD1","Ashiestiel, Scottish Borders",55.624,-2.811
"TD10","Greenlaw, Scottish Borders",55.712,-2.449
"TD11","Abbey St Bathans, Scottish Borders",55.788,-2.316
"TD12","Birgham, Scottish Borders",55.653,-2.239
"TD13","Bilsdean, East Lothian",55.93,-2.37
"TD14","Auchencrow, Scottish Borders",55.868,-2.124
"TD15","Ancroft, Northumberland",55.747,-2.012
"TD2","Lauder, Scottish Borders",55.733,-2.753
"TD3","Gordon, Scottish Borders",55.7,-2.572
"TD4","Birkhill, Scottish Borders",55.642,-2.671
"TD5","Blakelaw, Scottish Borders",55.587,-2.416
"TD6","Bemersyde, Scottish Borders",55.583,-2.694
"TD7","Aikwood Tower, Scottish Borders",55.537,-2.871
"TD8","Ancrum, Scottish Borders",55.475,-2.541
"TD9","Abbotrule, Scottish Borders",55.397,-2.776
"TF1","Arleston, Shropshire",52.703,-2.503
"TF10","Adeney, Shropshire",52.769,-2.385
"TF11","Beckbury, Shropshire",52.663,-2.36
"TF12","Barrow, Shropshire",52.612,-2.48
"TF13","Bourton, Shropshire",52.578,-2.582
"TF2","Donnington, Shropshire",52.7,-2.439
"TF3","Hollinswood, Shropshire",52.664,-2.444
"TF4","Dawley, Shropshire",52.661,-2.467
"TF5","Admaston, Shropshire",52.715,-2.536
"TF6","Aston, Shropshire",52.735,-2.554
"TF7","Madeley, Shropshire",52.636,-2.449
"TF8","Buildwas, Shropshire",52.63,-2.479
"TF9","Adderley, Shropshire",52.897,-2.469
"TN1","Royal Tunbridge Wells, Kent",51.135,0.269
"TN10","Higham Wood, Kent",51.21,0.286
"TN11","Chiddingstone Causeway, Kent",51.206,0.269
"TN12","Beltring, Kent",51.172,0.44
"TN13","Chipstead, Kent",51.276,0.186
"TN14","Badgers Mount, Kent",51.295,0.162
"TN15","Borough Green, Kent",51.3,0.27
"TN16","Biggin Hill, Greater London",51.294,0.052
"TN17","Bedgebury Cross, Kent",51.096,0.538
"TN18","Four Throws, Kent",51.043,0.526
"TN19","Boarzell, East Sussex",51.002,0.408
"TN2","Hawkenbury, Kent",51.138,0.287
"TN20","",51.026,0.256
"TN21","Broadoak, East Sussex",50.959,0.265
"TN22","Blackboys, East Sussex",50.981,0.101
"TN23","Great Chart, Kent",51.139,0.86
"TN24","Ashford, Kent",51.15,0.887
"TN25","Aldington, Kent",51.144,0.94
"TN26","Appledore Heath, Kent",51.1,0.806
"TN27","Biddenden, Kent",51.166,0.707
"TN28","Greatstone-on-Sea, Kent",50.982,0.953
"TN29","Brenzett, Kent",50.993,0.934
"TN3","Ashurst, Kent",51.122,0.252
"TN30","Ashenden, Kent",51.062,0.698
"TN31","Beckley, East Sussex",50.963,0.687
"TN32","Bodiam, East Sussex",50.98,0.49
"TN33","Ashburnham Place, East Sussex",50.91,0.477
"TN34","Hastings, East Sussex",50.864,0.583
"TN35","Cliff End, East Sussex",50.88,0.612
"TN36","Icklesham, East Sussex",50.921,0.702
"TN37","Baldslow, East Sussex",50.871,0.558
"TN38","Bulverhythe, East Sussex",50.863,0.546
"TN39","Cooden, East Sussex",50.846,0.455
"TN4","Bidborough, Kent",51.146,0.259
"TN40","Bexhill, East Sussex",50.844,0.484
"TN5","Best Beech Hill, East Sussex",51.064,0.362
"TN6","Boarshead, East Sussex",51.053,0.175
"TN7","",51.092,0.109
"TN8","Bough Beech, Kent",51.195,0.079
"TN9","Tonbridge, Kent",51.191,0.276
"TQ1","Babbacombe, Devon",50.471,-3.521
"TQ10","Avonwick, Devon",50.424,-3.819
"TQ11","Buckfast, Devon",50.481,-3.782
"TQ12","Abbotskerswell, Devon",50.529,-3.612
"TQ13","Ashburton, Devon",50.593,-3.718
"TQ14","Bishopsteignton, Devon",50.55,-3.507
"TQ2","Barton, Devon",50.474,-3.543
"TQ3","Blagdon, Devon",50.443,-3.575
"TQ4","Goodrington, Devon",50.423,-3.57
"TQ5","Brixham, Devon",50.391,-3.522
"TQ6","Boohay, Devon",50.347,-3.589
"TQ7","Ashford, Devon",50.282,-3.783
"TQ8","East Portlemouth, Devon",50.237,-3.771
"TQ9","Allaleigh, Devon",50.416,-3.69
"TR1","Gloweth, Cornwall",50.263,-5.054
"TR10","Edgcumbe, Cornwall",50.166,-5.118
"TR11","Brill, Cornwall",50.149,-5.086
"TR12","Berepper, Cornwall",50.043,-5.179
"TR13","Ashton, Cornwall",50.109,-5.285
"TR14","Barripper, Cornwall",50.21,-5.296
"TR15","Carn Brea, Cornwall",50.233,-5.237
"TR16","Bridge, Cornwall",50.232,-5.221
"TR17","Marazion, Cornwall",50.125,-5.468
"TR18","Chyandour, Cornwall",50.117,-5.541
"TR19","Bojewyan, Cornwall",50.1,-5.627
"TR2","Bohortha, Cornwall",50.253,-4.952
"TR20","Amalebra, Cornwall",50.131,-5.488
"TR21","Hugh Town, Isles of Scilly",49.93,-6.256
"TR22","Bohortha, Cornwall",49.892,-6.344
"TR23","Bohortha, Cornwall",49.953,-6.352
"TR24","Bohortha, Cornwall",49.955,-6.334
"TR25","Higher Town, Isles of Scilly",49.964,-6.293
"TR26","Carbis Bay, Cornwall",50.202,-5.478
"TR27","Angarrack, Cornwall",50.182,-5.403
"TR3","Baldhu, Cornwall",50.217,-5.109
"TR4","Bissoe, Cornwall",50.283,-5.136
"TR5","Goonbell, Cornwall",50.308,-5.191
"TR6","Bolingey, Cornwall",50.342,-5.152
"TR7","Newquay, Cornwall",50.413,-5.074
"TR8","Black Cross, Cornwall",50.399,-5.037
"TR9","Fraddon, Cornwall",50.414,-4.936
"TS1","Middlesbrough, Middlesbrough",54.572,-1.238
"TS10","Coatham, Redcar and Cleveland",54.607,-1.068
"TS11","Marske-by-the-Sea, Redcar and Cleveland",54.588,-1.026
"TS12","Boosbeck, Redcar and Cleveland",54.562,-0.965
"TS13","Borrowby, North Yorkshire",54.55,-0.854
"TS14","Dunsdale, Redcar and Cleveland",54.532,-1.06
"TS15","Crathorne, North Yorkshire",54.491,-1.331
"TS16","Eaglescliffe, Stockton-on-Tees",54.524,-1.353
"TS17","Thornaby-on-Tees, Stockton-on-Tees",54.537,-1.302
"TS18","Hartburn, Stockton-on-Tees",54.562,-1.323
"TS19","Stockton-on-Tees, Stockton-on-Tees",54.577,-1.345
"TS2","Port Clarence, Stockton-on-Tees",54.585,-1.235
"TS20","Norton, Stockton-on-Tees",54.586,-1.313
"TS21","Bishopton, Darlington",54.627,-1.425
"TS22","Brierton, Hartlepool",54.618,-1.313
"TS23","Billingham, Stockton-on-Tees",54.608,-1.285
"TS24","Crimdon Park, Hartlepool",54.696,-1.21
"TS25","Greatham, Hartlepool",54.663,-1.223
"TS26","High Throston, Hartlepool",54.688,-1.229
"TS27","Blackhall Colliery, County Durham",54.723,-1.288
"TS28","Station Town, County Durham",54.725,-1.373
"TS29","Trimdon Colliery, County Durham",54.71,-1.419
"TS3","Cargo Fleet, Middlesbrough",54.561,-1.196
"TS4","",54.556,-1.222
"TS5","Acklam, Middlesbrough",54.551,-1.251
"TS6","Eston, Redcar and Cleveland",54.566,-1.153
"TS7","Marton, Middlesbrough",54.534,-1.183
"TS8","Hemlington, Middlesbrough",54.522,-1.23
"TS9","Battersby, North Yorkshire",54.466,-1.163
"TW1","Marble Hill, Greater London",51.45,-0.325
"TW10","Ham House, Greater London",51.45,-0.302
"TW11","Teddington, Greater London",51.426,-0.331
"TW12","Bushy Park, Greater London",51.422,-0.368
"TW13","Feltham, Greater London",51.438,-0.4
"TW14","East Bedfont, Greater London",51.452,-0.419
"TW15","Ashford, Surrey",51.43,-0.456
"TW16","Sunbury, Surrey",51.416,-0.416
"TW17","Littleton, Surrey",51.397,-0.447
"TW18","Laleham, Surrey",51.428,-0.506
"TW19","Hythe End, Berkshire",51.452,-0.502
"TW2","",51.446,-0.35
"TW20","",51.427,-0.55
"TW3","Hounslow Central, Greater London",51.467,-0.362
"TW4","Hounslow, Greater London",51.466,-0.383
"TW5","Cranford, Greater London",51.48,-0.381
"TW6","",51.47,-0.446
"TW7","Isleworth, Greater London",51.473,-0.332
"TW8","Boston Manor, Greater London",51.486,-0.307
"TW9","Kew Gardens, Greater London",51.468,-0.293
"UB1","Southall, Greater London",51.514,-0.372
"UB10","Hillingdon, Greater London",51.548,-0.453
"UB11","Southall, Greater London",51.519,-0.458
"UB2","Norwood Green, Greater London",51.499,-0.378
"UB3","Hayes, Greater London",51.505,-0.422
"UB4","Yeading, Greater London",51.524,-0.407
"UB5","Northolt, Greater London",51.543,-0.375
"UB6","Greenford, Greater London",51.539,-0.342
"UB7","Harmondsworth, Greater London",51.506,-0.469
"UB8","Cowley, Greater London",51.535,-0.473
"UB9","Denham Green, Buckinghamshire",51.581,-0.49
"W1","Bond Street, Greater London",51.515,-0.142
"W10","Kensal Town, Greater London",51.521,-0.213
"W11","Holland Park, Greater London",51.512,-0.204
"W12","Bedford Park, Greater London",51.508,-0.23
"W13","Drayton Green, Greater London",51.513,-0.32
"W14","Brook Green, Greater London",51.494,-0.209
"W1B","",51.514,-0.139
"W1C","",51.514,-0.148
"W1D","",51.513,-0.131
"W1F","",51.513,-0.135
"W1G","",51.519,-0.147
"W1H","",51.517,-0.159
"W1J","",51.507,-0.143
"W1K","",51.511,-0.149
"W1M","Marylebone, Greater London",51.518,-0.149
"W1S","",51.511,-0.141
"W1T","",51.52,-0.135
"W1U","",51.518,-0.152
"W1W","",51.519,-0.14
"W2","Bayswater Road, Greater London",51.515,-0.178
"W3","Acton, Greater London",51.509,-0.268
"W4","Acton Green, Greater London",51.491,-0.262
"W5","Acton Town, Greater London",51.512,-0.301
"W6","Barons Court, Greater London",51.492,-0.229
"W7","Boston Manor, Greater London",51.511,-0.334
"W8","High Street Kensington, Greater London",51.5,-0.193
"W9","Maida Hill, Greater London",51.526,-0.191
"WA1","Martinscroft, Cheshire",53.394,-2.569
"WA10","Eccleston, Merseyside",53.454,-2.755
"WA11","Crank, Merseyside",53.477,-2.719
"WA12","Earlestown, Merseyside",53.454,-2.632
"WA13","Broomedge, Cheshire",53.382,-2.468
"WA14","Altrincham, Greater Manchester",53.386,-2.359
"WA15","Ashley, Cheshire",53.384,-2.325
"WA16","High Legh, Cheshire",53.303,-2.371
"WA2","Fearnhead, Cheshire",53.41,-2.58
"WA3","Croft, Cheshire",53.453,-2.548
"WA4","Appleton Thorn, Cheshire",53.365,-2.574
"WA5","Burtonwood, Cheshire",53.399,-2.636
"WA6","Alvanley, Cheshire",53.273,-2.722
"WA7","Aston, Cheshire",53.33,-2.703
"WA8","Bold Heath, Merseyside",53.372,-2.741
"WA9","Clock Face, Merseyside",53.436,-2.718
"WC1","Bloomsbury, Greater London",51.521,-0.122
"WC1A","Bloomsbury, Greater London",51.517,-0.125
"WC1B","Bloomsbury, Greater London",51.518,-0.126
"WC1E","Bloomsbury, Greater London",51.52,-0.131
"WC1H","Bloomsbury, Greater London",51.524,-0.126
"WC1N","Bloomsbury, Greater London",51.522,-0.12
"WC1R","Bloomsbury, Greater London",51.519,-0.116
"WC1V","Bloomsbury, Greater London",51.517,-0.118
"WC1X","Bloomsbury, Greater London",51.525,-0.116
"WC2","Aldwych, Greater London",51.513,-0.123
"WC2A","Aldwych, Greater London",51.516,-0.115
"WC2B","Aldwych, Greater London",51.515,-0.121
"WC2E","Aldwych, Greater London",51.512,-0.123
"WC2H","Aldwych, Greater London",51.513,-0.127
"WC2N","Aldwych, Greater London",51.51,-0.125
"WC2R","Aldwych, Greater London",51.512,-0.119
"WD1","Bushey, Hertfordshire",51.647,-0.4
"WD17","Bushey, Hertfordshire",51.661,-0.405
"WD18","Bushey, Hertfordshire",51.648,-0.414
"WD19","Bushey, Hertfordshire",51.631,-0.391
"WD2","Abbots Langley, Hertfordshire",51.667,-0.377
"WD23","Abbots Langley, Hertfordshire",51.645,-0.365
"WD24","Abbots Langley, Hertfordshire",51.67,-0.398
"WD25","Abbots Langley, Hertfordshire",51.684,-0.389
"WD3","Batchworth Heath, Hertfordshire",51.645,-0.481
"WD4","Bucks Hill, Hertfordshire",51.709,-0.456
"WD5","Bedmond, Hertfordshire",51.705,-0.417
"WD6","Borehamwood, Hertfordshire",51.657,-0.275
"WD7","Radlett, Hertfordshire",51.686,-0.309
"WF1","Outwood, West Yorkshire",53.687,-1.492
"WF10","Allerton Bywater, West Yorkshire",53.724,-1.344
"WF11","Birkin, North Yorkshire",53.711,-1.256
"WF12","Dewsbury, West Yorkshire",53.684,-1.62
"WF13","Ravensthorpe, West Yorkshire",53.692,-1.645
"WF14","Mirfield, West Yorkshire",53.68,-1.693
"WF15","Liversedge, West Yorkshire",53.708,-1.698
"WF16","Heckmondwike, West Yorkshire",53.71,-1.669
"WF17","Batley, West Yorkshire",53.719,-1.641
"WF2","Crigglestone, West Yorkshire",53.673,-1.511
"WF3","Carlton, West Yorkshire",53.723,-1.524
"WF4","Crofton, West Yorkshire",53.647,-1.519
"WF5","Ossett, West Yorkshire",53.68,-1.576
"WF6","Altofts, West Yorkshire",53.7,-1.414
"WF7","Ackton, West Yorkshire",53.667,-1.35
"WF8","Carleton, West Yorkshire",53.685,-1.299
"WF9","Badsworth, West Yorkshire",53.606,-1.32
"WN1","Marylebone, Greater Manchester",53.554,-2.626
"WN2","Abram, Greater Manchester",53.537,-2.582
